"","points","price","variety","latitude","longitude","cluster","country"
"11555",84,18,"Pinot Noir",47.0525047,4.3837215,5,"France"
"11556",84,6,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11557",84,13,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11558",84,24,"Pinot Noir",47.0525047,4.3837215,5,"France"
"11559",84,22,"Chardonnay",47.0525047,4.3837215,4,"France"
"11560",86,14,"Sauvignon Blanc",47.5532402,1.0105289,1,"France"
"11561",86,13,"Sauvignon Blanc",47.0525047,4.3837215,1,"France"
"11562",86,15,"Pinot Noir",-38.416097,-63.616672,6,"Argentina"
"11563",86,40,"Chardonnay",45.4790671,9.8452433,4,"Italy"
"11564",83,15,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11565",83,9,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11566",83,8,"Chardonnay",43.2691164,-4.2500792,4,"Spain"
"11567",83,10,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11568",82,12,"Chardonnay",43.2691164,-4.2500792,4,"Spain"
"11569",88,35,"Pinot Noir",-41.2190932,175.4600651,3,"New Zealand"
"11570",88,50,"Chardonnay",47.0525047,4.3837215,4,"France"
"11571",88,60,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11572",84,18,"Chardonnay",47.0525047,4.3837215,4,"France"
"11573",84,18,"Chardonnay",47.0525047,4.3837215,4,"France"
"11574",86,20,"Chardonnay",47.0525047,4.3837215,4,"France"
"11575",86,13,"Merlot",-32.8896247,-68.8526867,6,"Argentina"
"11576",86,13,"Sauvignon Blanc",43.2691164,-4.2500792,1,"Spain"
"11577",86,17,"Chardonnay",47.0525047,4.3837215,4,"France"
"11578",86,20,"Chardonnay",47.0525047,4.3837215,4,"France"
"11579",86,20,"Tempranillo",-32.8896247,-68.8526867,6,"Argentina"
"11580",82,10,"Sauvignon Blanc",43.2691164,-4.2500792,1,"Spain"
"11581",80,10,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11582",87,12,"Malbec",-38.416097,-63.616672,6,"Argentina"
"11583",87,15,"Riesling",48.3181795,7.4416241,4,"France"
"11584",87,25,"Syrah",-32.8896247,-68.8526867,6,"Argentina"
"11585",87,20,"Chardonnay",47.0525047,4.3837215,4,"France"
"11586",84,18,"Cabernet Sauvignon",40.463667,-3.74922,6,"Spain"
"11587",84,11,"Syrah",-32.8896247,-68.8526867,6,"Argentina"
"11588",84,16,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11589",83,21,"Chardonnay",47.0525047,4.3837215,4,"France"
"11590",83,12,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11591",83,12,"Chardonnay",47.0525047,4.3837215,4,"France"
"11592",83,10,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11593",83,13,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11594",83,18,"Pinot Noir",47.0525047,4.3837215,5,"France"
"11595",95,60,"Malbec",46.227638,2.213749,2,"France"
"11596",95,225,"Syrah",-30.0002315,136.2091547,3,"Australia"
"11597",95,120,"Merlot",43.7710513,11.2486208,2,"Italy"
"11598",94,65,"Pinot Noir",47.1537165,16.2688797,5,"Austria"
"11599",94,135,"Malbec",46.227638,2.213749,2,"France"
"11600",86,20,"Syrah",-32.8896247,-68.8526867,6,"Argentina"
"11601",86,39,"Pinot Noir",47.0525047,4.3837215,5,"France"
"11602",86,30,"Sauvignon Blanc",47.5532402,1.0105289,1,"France"
"11603",86,16,"Merlot",45.4414662,12.3152595,1,"Italy"
"11604",86,21,"Sauvignon Blanc",-32.8896247,-68.8526867,3,"Argentina"
"11605",86,12,"Merlot",45.4414662,12.3152595,1,"Italy"
"11606",83,15,"Chardonnay",47.0525047,4.3837215,4,"France"
"11607",83,12,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11608",83,23,"Chardonnay",47.0525047,4.3837215,4,"France"
"11609",83,15,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11610",83,8,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11611",87,24,"Riesling",48.3181795,7.4416241,4,"France"
"11612",86,13,"Cabernet Sauvignon",43.5912356,3.2583626,1,"France"
"11613",86,10,"Chardonnay",-32.8896247,-68.8526867,6,"Argentina"
"11614",86,21,"Chardonnay",47.0525047,4.3837215,4,"France"
"11615",86,16,"Merlot",41.87194,12.56738,1,"Italy"
"11616",86,20,"Sangiovese",-30.0002315,136.2091547,3,"Australia"
"11617",86,11,"Chardonnay",43.5912356,3.2583626,4,"France"
"11618",86,12,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11619",94,135,"Sauvignon Blanc",46.227638,2.213749,2,"France"
"11620",94,112,"Syrah",43.7710513,11.2486208,2,"Italy"
"11621",93,57,"Merlot",43.7710513,11.2486208,2,"Italy"
"11622",82,28,"Chardonnay",47.0525047,4.3837215,4,"France"
"11623",82,15,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11624",82,10,"Tempranillo",37.8945909,-4.7549218,1,"Spain"
"11625",82,14,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11626",82,13,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11627",82,15,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11628",82,17,"Malbec",-38.416097,-63.616672,6,"Argentina"
"11629",86,15,"Chardonnay",43.2691164,-4.2500792,4,"Spain"
"11630",86,20,"Riesling",48.3181795,7.4416241,1,"France"
"11631",86,10,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"11632",85,12,"Merlot",45.4414662,12.3152595,1,"Italy"
"11633",85,18,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11634",85,11,"Merlot",43.5912356,3.2583626,1,"France"
"11635",85,10,"Sauvignon Blanc",40.463667,-3.74922,1,"Spain"
"11636",85,13,"Chardonnay",43.5912356,3.2583626,4,"France"
"11637",85,18,"Merlot",-32.8896247,-68.8526867,6,"Argentina"
"11638",85,18,"Chardonnay",43.5912356,3.2583626,4,"France"
"11639",85,12,"Sauvignon Blanc",-32.8896247,-68.8526867,3,"Argentina"
"11640",85,8,"Merlot",43.5912356,3.2583626,1,"France"
"11641",93,110,"Malbec",46.227638,2.213749,2,"France"
"11642",93,110,"Syrah",-30.0002315,136.2091547,3,"Australia"
"11643",92,60,"Syrah",-30.0002315,136.2091547,3,"Australia"
"11644",81,10,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11645",81,15,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11646",81,20,"Chardonnay",47.0525047,4.3837215,4,"France"
"11647",81,10,"Tempranillo",41.5911589,1.5208624,1,"Spain"
"11648",80,9,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11649",80,10,"Syrah",-38.416097,-63.616672,6,"Argentina"
"11650",80,25,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11651",85,19,"Pinot Noir",47.0525047,4.3837215,5,"France"
"11652",85,22,"Chardonnay",47.0525047,4.3837215,4,"France"
"11653",85,4,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11654",85,11,"Chardonnay",41.87194,12.56738,4,"Italy"
"11655",85,12,"Sauvignon Blanc",-38.416097,-63.616672,3,"Argentina"
"11656",85,12,"Merlot",-32.8896247,-68.8526867,6,"Argentina"
"11657",92,75,"Cabernet Sauvignon",43.7710513,11.2486208,2,"Italy"
"11658",92,60,"Syrah",-30.0002315,136.2091547,3,"Australia"
"11659",95,50,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11660",94,69,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11661",94,50,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11662",94,90,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11663",85,14,"Pinot Noir",-38.416097,-63.616672,6,"Argentina"
"11664",85,8,"Chardonnay",43.5912356,3.2583626,4,"France"
"11665",85,45,"Pinot Noir",47.0525047,4.3837215,5,"France"
"11666",85,38,"Chardonnay",47.0525047,4.3837215,4,"France"
"11667",85,12,"Merlot",45.4414662,12.3152595,1,"Italy"
"11668",85,14,"Sauvignon Blanc",47.5532402,1.0105289,1,"France"
"11669",92,75,"Syrah",-30.0002315,136.2091547,3,"Australia"
"11670",92,120,"Syrah",43.7710513,11.2486208,2,"Italy"
"11671",92,30,"Malbec",46.227638,2.213749,2,"France"
"11672",93,90,"Syrah",44.0574025,4.828508,2,"France"
"11673",93,50,"Malbec",46.227638,2.213749,2,"France"
"11674",85,36,"Cabernet Sauvignon",41.5911589,1.5208624,6,"Spain"
"11675",85,10,"Pinot Noir",-32.8896247,-68.8526867,6,"Argentina"
"11676",84,12,"Merlot",43.5912356,3.2583626,1,"France"
"11677",84,15,"Chardonnay",-32.8896247,-68.8526867,6,"Argentina"
"11678",84,8,"Cabernet Sauvignon",43.5912356,3.2583626,1,"France"
"11679",84,10,"Cabernet Sauvignon",43.5912356,3.2583626,1,"France"
"11680",84,14,"Pinot Noir",47.0525047,4.3837215,5,"France"
"11681",84,17,"Merlot",-38.416097,-63.616672,6,"Argentina"
"11682",84,18,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11683",91,75,"Syrah",-30.0002315,136.2091547,3,"Australia"
"11684",91,85,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11685",91,30,"Pinot Noir",-33.3190376,-71.4076318,5,"Chile"
"11686",91,50,"Cabernet Sauvignon",-32.653179,-70.0108675,6,"Chile"
"11687",91,60,"Malbec",46.227638,2.213749,2,"France"
"11688",93,69,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11689",93,50,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11690",93,70,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11691",93,84,"Syrah",44.0574025,4.828508,2,"France"
"11692",93,50,"Syrah",44.0574025,4.828508,2,"France"
"11693",93,160,"Syrah",44.0574025,4.828508,2,"France"
"11694",93,85,"Malbec",46.227638,2.213749,2,"France"
"11695",92,36,"Syrah",44.0574025,4.828508,2,"France"
"11696",85,14,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11697",85,36,"Cabernet Sauvignon",41.5911589,1.5208624,6,"Spain"
"11698",84,25,"Riesling",48.3181795,7.4416241,1,"France"
"11699",84,9,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11700",84,17,"Cabernet Sauvignon",41.5911589,1.5208624,6,"Spain"
"11701",84,21,"Sauvignon Blanc",-32.8896247,-68.8526867,3,"Argentina"
"11702",84,18,"Chardonnay",47.0525047,4.3837215,4,"France"
"11703",84,12,"Pinot Noir",47.0525047,4.3837215,5,"France"
"11704",84,12,"Chardonnay",43.5912356,3.2583626,4,"France"
"11705",84,11,"Sauvignon Blanc",43.5912356,3.2583626,1,"France"
"11706",84,12,"Tempranillo",-32.8896247,-68.8526867,6,"Argentina"
"11707",84,11,"Cabernet Sauvignon",-38.416097,-63.616672,6,"Argentina"
"11708",84,15,"Chardonnay",-32.8896247,-68.8526867,6,"Argentina"
"11709",84,20,"Pinot Noir",47.0525047,4.3837215,5,"France"
"11710",84,7,"Sauvignon Blanc",-32.8896247,-68.8526867,3,"Argentina"
"11711",84,11,"Tempranillo",41.5911589,1.5208624,1,"Spain"
"11712",91,58,"Pinot Noir",48.113326,16.861693,5,"Austria"
"11713",91,70,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11714",91,75,"Merlot",43.7710513,11.2486208,2,"Italy"
"11715",91,21,"Malbec",46.227638,2.213749,2,"France"
"11716",92,46,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11717",92,47,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11718",92,60,"Syrah",44.0574025,4.828508,2,"France"
"11719",92,40,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11720",84,6,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11721",84,13,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11722",84,23,"Riesling",48.3181795,7.4416241,1,"France"
"11723",84,27,"Riesling",48.3181795,7.4416241,1,"France"
"11724",84,17,"Pinot Noir",-37.4713077,144.7851531,3,"Australia"
"11725",91,43,"Merlot",43.7710513,11.2486208,2,"Italy"
"11726",91,46,"Pinot Noir",47.1537165,16.2688797,5,"Austria"
"11727",91,30,"Malbec",46.227638,2.213749,2,"France"
"11728",91,45,"Cabernet Sauvignon",43.7710513,11.2486208,2,"Italy"
"11729",92,30,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11730",92,120,"Chardonnay",43.7710513,11.2486208,4,"Italy"
"11731",92,40,"Malbec",46.227638,2.213749,2,"France"
"11732",92,45,"Cabernet Sauvignon",43.7710513,11.2486208,2,"Italy"
"11733",92,90,"Syrah",44.0574025,4.828508,2,"France"
"11734",92,32,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11735",86,18,"Cabernet Sauvignon",-33.444962,-70.648283,6,"Chile"
"11736",83,12,"Sauvignon Blanc",40.463667,-3.74922,1,"Spain"
"11737",90,30,"Cabernet Sauvignon",43.7710513,11.2486208,2,"Italy"
"11738",90,20,"Malbec",46.227638,2.213749,2,"France"
"11739",90,45,"Malbec",46.227638,2.213749,2,"France"
"11740",90,60,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11741",91,20,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11742",91,30,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11743",91,40,"Syrah",44.0574025,4.828508,2,"France"
"11744",91,80,"Syrah",44.0574025,4.828508,2,"France"
"11745",91,28,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11746",86,12,"Syrah",-34.6761419,-71.097317,6,"Chile"
"11747",86,13,"Cabernet Sauvignon",-36,-72,6,"Chile"
"11748",86,16,"Sauvignon Blanc",-33.3190376,-71.4076318,3,"Chile"
"11749",86,15,"Sauvignon Blanc",-33.3190376,-71.4076318,3,"Chile"
"11750",83,20,"Sangiovese",-30.0002315,136.2091547,3,"Australia"
"11751",83,13,"Chardonnay",43.2691164,-4.2500792,4,"Spain"
"11752",83,10,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11753",90,15,"Chardonnay",-30.7462002,-71.0022311,4,"Chile"
"11754",90,28,"Cabernet Sauvignon",-34.6761419,-71.097317,6,"Chile"
"11755",90,50,"Pinot Noir",47.1537165,16.2688797,5,"Austria"
"11756",90,12,"Malbec",46.227638,2.213749,2,"France"
"11757",90,30,"Malbec",46.227638,2.213749,2,"France"
"11758",90,35,"Syrah",43.7710513,11.2486208,2,"Italy"
"11759",91,25,"Malbec",46.227638,2.213749,2,"France"
"11760",91,25,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11761",91,50,"Syrah",44.0574025,4.828508,2,"France"
"11762",91,45,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11763",82,13,"Sauvignon Blanc",37.8945909,-4.7549218,1,"Spain"
"11764",82,18,"Sangiovese",-31.2532183,146.921099,3,"Australia"
"11765",81,14,"Riesling",48.3181795,7.4416241,1,"France"
"11766",86,12,"Merlot",-34.6761419,-71.097317,6,"Chile"
"11767",86,10,"Chardonnay",-34.9859489,-71.2417746,6,"Chile"
"11768",86,19,"Merlot",-32.653179,-70.0108675,6,"Chile"
"11769",86,9,"Sauvignon Blanc",-36,-72,3,"Chile"
"11770",86,10,"Chardonnay",-34.6761419,-71.097317,6,"Chile"
"11771",86,20,"Chardonnay",45.0522366,7.5153885,4,"Italy"
"11772",85,20,"Malbec",-34.6761419,-71.097317,6,"Chile"
"11773",90,20,"Pinot Noir",47.1537165,16.2688797,5,"Austria"
"11774",90,43,"Pinot Noir",47.7267825,16.0861097,5,"Austria"
"11775",90,36,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11776",87,26,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11777",87,16,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11778",87,10,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11779",87,21,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11780",91,30,"Syrah",43.7710513,11.2486208,2,"Italy"
"11781",91,75,"Cabernet Sauvignon",41.5911589,1.5208624,2,"Spain"
"11782",91,42,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11783",85,7,"Cabernet Sauvignon",-34.6761419,-71.097317,6,"Chile"
"11784",85,15,"Sauvignon Blanc",-33.5922807,-71.6055123,3,"Chile"
"11785",80,10,"Sauvignon Blanc",43.2691164,-4.2500792,1,"Spain"
"11786",97,111,"Chardonnay",47.1537165,16.2688797,4,"Austria"
"11787",87,30,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11788",87,15,"Riesling",48.3181795,7.4416241,4,"France"
"11789",87,22,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11790",87,31,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11791",87,18,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11792",87,20,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"11793",87,13,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11794",91,30,"Syrah",44.0574025,4.828508,2,"France"
"11795",91,25,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11796",90,41,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11797",90,28,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11798",90,19,"Chardonnay",43.7710513,11.2486208,4,"Italy"
"11799",90,42,"Syrah",44.0574025,4.828508,2,"France"
"11800",85,12,"Chardonnay",-34.9859489,-71.2417746,6,"Chile"
"11801",85,8,"Sauvignon Blanc",-34.1718313,-70.6216794,3,"Chile"
"11802",85,15,"Pinot Noir",-36.9777206,-72.331113,6,"Chile"
"11803",85,19,"Chardonnay",-36,-72,6,"Chile"
"11804",89,35,"Cabernet Sauvignon",-33.444962,-70.648283,6,"Chile"
"11805",89,20,"Syrah",-30.7462002,-71.0022311,6,"Chile"
"11806",87,10,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"11807",87,19,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11808",87,24,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11809",90,46,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"11810",90,20,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11811",90,23,"Syrah",44.0574025,4.828508,2,"France"
"11812",84,13,"Chardonnay",-33.3190376,-71.4076318,6,"Chile"
"11813",84,8,"Chardonnay",-36,-72,6,"Chile"
"11814",84,16,"Pinot Noir",-36.9777206,-72.331113,6,"Chile"
"11815",84,10,"Sauvignon Blanc",-34.9859489,-71.2417746,3,"Chile"
"11816",84,11,"Chardonnay",-33.3190376,-71.4076318,6,"Chile"
"11817",93,70,"Chardonnay",-30.0002315,136.2091547,4,"Australia"
"11818",89,50,"Syrah",-30.0002315,136.2091547,3,"Australia"
"11819",89,20,"Sauvignon Blanc",-30.7462002,-71.0022311,3,"Chile"
"11820",89,89,"Pinot Noir",47.7267825,16.0861097,5,"Austria"
"11821",88,11,"Sauvignon Blanc",-33.3190376,-71.4076318,3,"Chile"
"11822",87,30,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11823",86,12,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11824",86,14,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11825",90,49,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11826",90,24,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11827",90,30,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11828",90,26,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11829",84,12,"Sauvignon Blanc",-33.3190376,-71.4076318,3,"Chile"
"11830",84,9,"Sauvignon Blanc",-36,-72,3,"Chile"
"11831",84,9,"Chardonnay",-36,-72,6,"Chile"
"11832",83,20,"Chardonnay",-33.3190376,-71.4076318,6,"Chile"
"11833",83,10,"Pinot Noir",-36,-72,6,"Chile"
"11834",88,9,"Malbec",46.227638,2.213749,4,"France"
"11835",88,72,"Cabernet Sauvignon",-33.444962,-70.648283,6,"Chile"
"11836",88,18,"Syrah",46.227638,2.213749,4,"France"
"11837",86,13,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11838",86,16,"Chardonnay",-32.8896247,-68.8526867,6,"Argentina"
"11839",90,75,"Syrah",44.0574025,4.828508,2,"France"
"11840",90,25,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"11841",90,48,"Syrah",44.0574025,4.828508,2,"France"
"11842",83,13,"Cabernet Sauvignon",-30.7462002,-71.0022311,6,"Chile"
"11843",83,13,"Sauvignon Blanc",-34.9859489,-71.2417746,3,"Chile"
"11844",92,45,"Pinot Noir",-44.9566315,169.3988451,3,"New Zealand"
"11845",92,60,"Chardonnay",41.87194,12.56738,4,"Italy"
"11846",88,19,"Syrah",-32.653179,-70.0108675,6,"Chile"
"11847",88,15,"Cabernet Sauvignon",-30.7462002,-71.0022311,6,"Chile"
"11848",88,13,"Cabernet Sauvignon",-33.444962,-70.648283,6,"Chile"
"11849",88,20,"Pinot Noir",-33.3190376,-71.4076318,5,"Chile"
"11850",86,19,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11851",86,20,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11852",86,13,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11853",86,15,"Merlot",41.87194,12.56738,1,"Italy"
"11854",86,11,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11855",86,19,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11856",90,24,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11857",90,45,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11858",90,22,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11859",89,11,"Malbec",46.227638,2.213749,4,"France"
"11860",89,34,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11861",85,15,"Pinot Noir",-37.4713077,144.7851531,3,"Australia"
"11862",85,17,"Riesling",48.3896089,15.4748897,1,"Austria"
"11863",93,99,"Sauvignon Blanc",47.5532402,1.0105289,2,"France"
"11864",93,58,"Riesling",48.3896089,15.4748897,2,"Austria"
"11865",93,51,"Riesling",48.3896089,15.4748897,2,"Austria"
"11866",93,74,"Riesling",48.3896089,15.4748897,2,"Austria"
"11867",91,20,"Sauvignon Blanc",-33.3190376,-71.4076318,3,"Chile"
"11868",88,15,"Malbec",46.227638,2.213749,4,"France"
"11869",86,20,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11870",86,17,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11871",86,25,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11872",89,16,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11873",89,22,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11874",89,69,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11875",89,17,"Malbec",46.227638,2.213749,4,"France"
"11876",89,50,"Syrah",44.0574025,4.828508,2,"France"
"11877",89,22,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11878",85,12,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11879",85,16,"Chardonnay",47.0525047,4.3837215,4,"France"
"11880",93,120,"Chardonnay",47.0525047,4.3837215,4,"France"
"11881",93,67,"Riesling",48.3896089,15.4748897,2,"Austria"
"11882",93,56,"Riesling",48.3896089,15.4748897,2,"Austria"
"11883",92,80,"Riesling",48.3896089,15.4748897,2,"Austria"
"11884",91,60,"Chardonnay",-37.4713077,144.7851531,3,"Australia"
"11885",91,36,"Pinot Noir",-44.9566315,169.3988451,3,"New Zealand"
"11886",91,18,"Sauvignon Blanc",-33.6131574,-71.4501843,3,"Chile"
"11887",91,35,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"11888",88,15,"Cabernet Sauvignon",-30.7462002,-71.0022311,6,"Chile"
"11889",87,11,"Sauvignon Blanc",-30.1574117,-70.4969608,3,"Chile"
"11890",86,22,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11891",86,11,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11892",89,32,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11893",89,26,"Syrah",44.0574025,4.828508,2,"France"
"11894",89,93,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"11895",85,16,"Chardonnay",47.0525047,4.3837215,4,"France"
"11896",85,69,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11897",92,25,"Riesling",48.3896089,15.4748897,2,"Austria"
"11898",92,88,"Chardonnay",47.0525047,4.3837215,4,"France"
"11899",92,99,"Sauvignon Blanc",47.5532402,1.0105289,2,"France"
"11900",92,120,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11901",92,49,"Chardonnay",-44.9566315,169.3988451,3,"New Zealand"
"11902",90,18,"Sauvignon Blanc",-41.57269,173.4216613,3,"New Zealand"
"11903",90,37,"Chardonnay",45.4414662,12.3152595,4,"Italy"
"11904",90,35,"Chardonnay",-37.4713077,144.7851531,3,"Australia"
"11905",87,19,"Syrah",-34.6761419,-71.097317,6,"Chile"
"11906",87,18,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11907",87,11,"Cabernet Sauvignon",-36,-72,6,"Chile"
"11908",87,18,"Cabernet Sauvignon",-34.6761419,-71.097317,6,"Chile"
"11909",86,16,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11910",86,10,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11911",88,24,"Cabernet Sauvignon",41.5911589,1.5208624,4,"Spain"
"11912",85,10,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11913",85,8,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11914",85,10,"Sangiovese",42.9790964,-89.5144537,2,"Italy"
"11915",84,10,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11916",84,17,"Tempranillo",40.463667,-3.74922,1,"Spain"
"11917",84,15,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11918",84,11,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"11919",91,93,"Chardonnay",47.0525047,4.3837215,4,"France"
"11920",91,48,"Chardonnay",47.0525047,4.3837215,4,"France"
"11921",91,26,"Sauvignon Blanc",-41.57269,173.4216613,3,"New Zealand"
"11922",91,15,"Sauvignon Blanc",-41.57269,173.4216613,3,"New Zealand"
"11923",90,15,"Chardonnay",43.5912356,3.2583626,4,"France"
"11924",90,27,"Chardonnay",43.5912356,3.2583626,4,"France"
"11925",90,15,"Sauvignon Blanc",-41.57269,173.4216613,3,"New Zealand"
"11926",90,22,"Sauvignon Blanc",-33.5922807,-71.6055123,3,"Chile"
"11927",90,32,"Sauvignon Blanc",-41.57269,173.4216613,3,"New Zealand"
"11928",87,20,"Chardonnay",-30.7462002,-71.0022311,6,"Chile"
"11929",87,9,"Cabernet Sauvignon",-33.444962,-70.648283,6,"Chile"
"11930",87,18,"Sauvignon Blanc",-33.3190376,-71.4076318,3,"Chile"
"11931",87,16,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11932",85,11,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"11933",88,15,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"11934",84,11,"Sangiovese",42.9790964,-89.5144537,2,"Italy"
"11935",91,84,"Riesling",47.9271368,14.080665,2,"Austria"
"11936",91,55,"Sauvignon Blanc",47.5532402,1.0105289,2,"France"
"11937",91,110,"Chardonnay",47.0525047,4.3837215,4,"France"
"11938",91,17,"Riesling",-43.0548342,172.7612505,3,"New Zealand"
"11939",91,58,"Riesling",48.3896089,15.4748897,2,"Austria"
