"","country","description","points","price","province","variety","latitude","longitude","cluster"
"6821","Spain","Brambly red fruit, leather and a strong whiff of dill pickle create a less than welcoming nose, which is backed by tart red fruit that carries a roasted overtone. Oaky and tomatoey throughout, with a lean mouthfeel.",81,12,"Northern Spain","Tempranillo",43.2691164,-4.2500792,1
"6822","Spain","Hard and jumbled up front, with slightly harsh peppery notes interlocking with light raspberry fruit. A light, airy, almost innocuous wine with mild bitterness on the finish. Doesn't impress.",81,8,"Northern Spain","Tempranillo",43.2691164,-4.2500792,1
"6823","Spain","Jammy and sweet on the nose, like a jar of strawberry preserves. The palate, however, is light and tart, with burnt berry flavors. Finishes peppery and short, with little to latch onto.",80,10,"Northern Spain","Tempranillo",43.2691164,-4.2500792,1
"6824","France","As Anne-Claude Leflaive describes it, this wine is all about the complexity of the vineyard's soil. There is minerality and finesse from the chalk, which gives a structure. And at the same time the ripe fruit seems opulent, with vanilla and spice flavors adding something exotic. Age this wine for at least 5 years.",96,175,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6825","France","This is a beautifully shaped wine that rises from a quiet opening. Muted and slightly closed up at this stage, it opens opulently but with balanced acidity and crispness, as well as richness and restrained power.",96,596,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6826","France","This wine is deceptive. At first smell and taste, it doesn't show much—its spice and green-fruit aromas are not at all obvious. It's when you roll it around your mouth, that all the layers of flavor emerge. It is powerful, rounded, but with a fine line of minerality that holds the whole wine on a knife edge. The wood is beautifully judged, the fruit just beginning to develop secondary aromas. Hold for several years.",95,600,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6827","Italy","Round and minty up front, with stylish dark-fruit aromas and a touch of char. An intense wine with deep cherry, toast and coffee flavors. The finish is ripe and moderately tannic, with herb notes and a lot of bitter chocolate. Sangiovese with 7% Merlot. Should age nicely through 2010.",91,35,"Tuscany","Sangiovese",43.7710513,11.2486208,3
"6828","Italy","It's almost criminal to taste Sassicaia before its prime. The 2003 vintage should be ready after 2010. A blend of 85% Cab Sauvignon and 15% Cab Franc that aged 24 months in barrique, notes of cassis, exotic spice, menthol and green olive come through despite the hot vintage. It's powerful in the mouth with crispness and refined tannins.",91,180,"Tuscany","Cabernet Sauvignon",43.7710513,11.2486208,3
"6829","New Zealand","Full-bodied yet supple, this darkly colored Pinot marries a slight leafiness with black cherry fruit. Subtle spice shadings add nuance, while the standout finish lingers, playing a citrusy tang against deeper plum bass notes. Another solid effort from a consistently excellent producer.",90,62,"Central Otago","Pinot Noir",-44.9566315,169.3988451,3
"6830","Chile","Definitely on the ripe side, but a very pleasing wine. This is a low-acid wine that obviously caught a lot of sun in the vineyard, thus it goes soft on the tannins and light on the bite. But if chocolate, plum and berry syrup sound like your thing, and hard tannins turn you off, then it will be up your alley. Imported by Racke USA, Inc.",87,15,"Central Valley","Cabernet Sauvignon",-36,-72,3
"6831","New Zealand","Made from organically grown grapes, Kawarau Estate has crafted a medium-bodied Sauvignon Blanc with a slightly onion-like pungency to go along with bold grapefruit aromas. It's dry and minerally on the palate, with those characters extending through the finish.",87,14,"Central Otago","Sauvignon Blanc",-44.9566315,169.3988451,3
"6832","Chile","Reflective of a good vintage for Sauvignon Blanc, this simple but delicious wine features pretty flower blossom and citrus aromas backed by fresh apple, orange and lime flavors. It's clean, crisp and balanced across the palate. Perfect for drinking upon purchase.",87,9,"Lontué Valley","Sauvignon Blanc",-35.0567954,-71.2688602,3
"6833","Chile","A deeper and richer specimen than most, with root beer and toast aromas backing up ripe black fruit. This is a drink-now, ripe-styled wine with fleshy black-fruit flavors and some coffee and bitterness to the finish. Not too tannic, so drink right away.",87,16,"Maipo Valley","Merlot",-33.444962,-70.648283,3
"6834","France","It's not so much the fruit but the richness and concentration that mark this wine. Yet it's not superripe because of the hot 2003 vintage. This wine, with its origins in biodynamically grown grapes, preserves a great purity of fruit as it layers intense almond and citrus flavors over vanilla and yellow fruit tastes. It should age well.",95,113,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6835","France","This is the one grand cru that is entirely in Chassagne-Montrachet. It's a tiny patch of land (4.13 acres) making wines that are more delicate than the others. With its fine, fresh flavors so light to the taste, this is a wine that floats on the palate with a smooth, silky texture. Wood and white peaches contribute but do not dominate.",95,250,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6836","France","This is the smallest of the grand crus of Puligny-Montrachet, a mere 8.6 acres. This wine shows the vineyard's typical elegance, with delicious flavors of pears,  almonds and vanilla, hovering on the palate for minutes, leaving a dancing freshness.",94,250,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6837","France","Rich and ample, this is an impressive wine. The fruit and wood flavors work together to give a feeling of seriousness and great ageability. With its spice, toast notes and dark-hued structure, this will age well over the next five to 10 years.",94,280,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6838","France","Bâtard-Montrachet is the largest of the white grand crus, yielding archetypal fat, open, generous white Burgundies. Louis Jadot's wine does not disappoint. It's a powerfully ripe, opulent wine that's generous and packed with delicious fruit balanced with a judicious touch of wood.",94,203,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6839","France","While the wood aromas dominate, on the palate, there is a much richer, rounder character. This wine, with its huge fruit, white peach flavors, layers of wood and citrus, is just waiting to burst out of its youth. Delicious ripeness and acidity lend balance, while the oak needs some time to calm down and mature.",94,198,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6840","France","Like many wines from Lafon, this is initially deceptive. It bursts open in the mouth, like a fruit bomb. But watch for the structure as well, because this is a wine that will age. Keep for at least 5 years.",94,156,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6841","France","Full, but structured, this is a wine that shows a serious side to Meursault. It layers fine stone-fruit flavors with crisp apple skins and some fresh toast and butter. It should improve over 5 years.",93,68,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6842","France","This delicious, crisp wine reveals the more delicate side of Chardonnay. Coming from one of the high vineyards in La Grande Montagne of Chassagne, it has pure, elegant freshness, supplemented by a touch of vanilla.",93,85,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6843","New Zealand","Classic aromas of black cherry and plum are framed by dried spices and vanilla, adding some cedar and mocha flavors on the palate. The mouthfeel is crisp and taut, finishing tart and fresh, without the velvety richness of the best examples, but it's a solid effort.",87,32,"Central Otago","Pinot Noir",-44.9566315,169.3988451,3
"6844","New Zealand","This is a light, easy-drinking bottling from actor Sam Neill's property, offering slightly herbal and peppery aromas backed by just enough cherry fruit. Crisp and clean on the finish.",87,28,"Central Otago","Pinot Noir",-44.9566315,169.3988451,3
"6845","New Zealand","A pretty, pure Pinot, with lovely strawberry and cherry flavors backed by just hints of mushroom, tree bark and dried spices. It's light- to medium-bodied, with a silky, elegant finish. Fairly priced for the quality; drink over the next couple of years.",87,22,"Nelson","Pinot Noir",-41.2706319,173.2839653,3
"6846","New Zealand","Other vintages of this wine have been even more impressive, but Clearview's 2006 is still atypically rich for an unwooded Chardonnay. Touches of clove and brown sugar accent bold citrus and pear flavors, ending with a flourish of lime custard. Drink now.",87,28,"Hawke's Bay","Chardonnay",-39.1089867,176.7416374,2
"6847","Chile","A first pass indicates that this Cab might be a little raisiny and flat, so it comes as a nice surprise to find out that the palate, while soft, has a poke or two of tannin and good flavors of cassis, prune and blackberry. It's definitely a weighty, modern-styled wine that pours on the mocha and chocolate late in the game. Drink now.",87,30,"Maipo Valley","Cabernet Sauvignon",-33.444962,-70.648283,3
"6848","Austria","This is a massive, brooding Riesling that seems to demand time in the cellar. Sweet corn, smoke and peach kernel notes mark the bouquet, while the powerful mineral flavors are accented by apple and peach. Broad and palate-coating in texture, with a long, oily finish, this is undeniably impressive.",93,30,"Wachau","Riesling",48.3896089,15.4748897,3
"6849","France","You can almost taste the stones that give this vineyard its name. This is a mineral, firm, tight wine that demands time to develop. The fruit is there, with flavors of white currants, but wait for this wine—at least four years.",93,72,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6850","France","An intense, well-balanced wine with deliciously ripe yet lively green-fruit flavors. The wood is integrated, providing a cushioning richness to what is already a delicious wine. Girardin owns 3.7 acres in Les Folatières.",93,83,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6851","France","Full-bodied, big-hearted, ripe and joyful, this is a welcoming, enticing wine. Flavors of green plums, nutmeg and fresh citrus are part of the pleasure. But so are the open, generous, almost opulent flavors.",93,89,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6852","Argentina","For the second straight year, Chacayes scores major points among serious Argentine wines competing for the world's attention. This blend of 80% Malbec and 20% Cabernet is deep, dark and seductive. It's all about compact, intense fruit supported by hefty tannins. Very nice and perfectly ripe. Hold a couple of years for best results.",92,75,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"6853","France","Pierre Morey also runs a small negociant business, Morey Blanc, specializing in whites from Meursault. This is one of the wines, a delicious, fresh, crisp wine that's packed with light, airy flavors of green apples and citrus.",92,120,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6854","France","Coming from the largest of the Puligny premier crus, this is a big, bold, ripe wine.  Still structured at this young stage, but generous and packed with green plum and lime flavors. The wood gives tannins but doesn't dominate.",92,70,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6855","New Zealand","This is a very clean, fruit-driven rendering of Sauvignon Blanc, with bright pineapple and citrus flavors that are dressed up a little by almost floral hints of baby powder and lavender. Drink now.",87,25,"Martinborough","Sauvignon Blanc",-41.2190932,175.4600651,3
"6856","Chile","If you temper expectations, this New World Chardonnay will fit the bill. It delivers modest pear and vanilla aromas as well as ample sweetness on the palate, but it has good acidity and balance, thus the creamy, baked marshmallow flavors that often mar Chilean Chard are largely absent. Drink now.",87,11,"Maipo Valley","Chardonnay",-33.444962,-70.648283,2
"6857","Chile","Although 2006 has been replaced by 2007, this is a well-oiled wine with nice green-fruit aromas backed by hints of pineapple and lime. The palate shows a wealth of lime, lemon and fresh cucumber, while the mouthfeel is at first electric before running steady until the end.",87,10,"Central Valley","Sauvignon Blanc",-36,-72,3
"6858","Australia","This easy-drinking rosé offers bright aromas of strawberries and watermelon, maybe even a touch of bubblegum. It's medium-bodied, but seems to gain freshness on the finish, where the berry flavors come on stronger. Drink now.",87,18,"Victoria","Pinot Noir",-37.4713077,144.7851531,3
"6859","Chile","This is a step up from previous efforts for this winery. This SB shows enticing aromas of lemon pastry, melon and vanilla, while the palate is plush but still fresh with white peach and apple flavors. Good length and balance; drink-now special. Imported by Vinecrest Co.",87,10,"Maule Valley","Sauvignon Blanc",-36,-72,3
"6860","France","In the fat, buttery style of white Burgundy, this wine, with its malolactic flavors and its vanilla flavors, would appeal immediately to California Chardonnay lovers. Except that it also has elegance: a hint of steel and a touch of acidity to temper the tropical fruits.",92,70,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6861","France","From the Bouchard domaine, this wine is soft and ripe. There is some structure and firm acidity, but that's secondary to the luscious flavors that roll around the mouth. The wood broadens but also gives extra complexity to the wine.",92,84,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6862","France","Chenevottes is situated high up on the Chassagne-Montrachet slope, above the grand cru vineyards. With its fat, ripe butter and coconut milk character, this wine offers an immediately appealing style. But there is a hint of ageability in its layers of serious wood and structure.",92,49,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6863","France","Still tasting young, and not yet showing all its power, this is still an impressive wine. It is firm and structured, with citrus and mineral flavors dominating the concentrated fruit. The wood shows through via a warm spiciness. This will certainly age for 5 years or more.",92,103,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6864","France","This shows the more racy, fresh side of Meursault. It's a wine that dances and jumps around the mouth. Light but still full of delicious green fruits. The wood is there, but it's such a delicate touch.",92,84,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6865","France","Big, intense and ripe, this wine has great flavors of ripe apples, almonds and honey from the malolactic fermentation. It is poised, elegant and powerful—a balance that is the best of many worlds. From the Roux domaine, it is finely crafted and likely to age for many years.",92,75,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6866","France","Like so many Drouhin wines, this is beautifully balanced. The wood, green fruit, spice and acidity already in fine harmony. There is a richness coming from the deep soils of the vineyard. Can it age? Probably, because of the firm structure.",91,65,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6867","France","Producing some of the more refined wines of Meursault, Charmes also has the right amount of opulence. Louis Latour's wine brings out all the richness and ripeness; soft, generous and full-bodied and leavened with spicy wood flavors.",91,75,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6868","Argentina","Ripe and smooth, with hints of molasses, toast, and vanilla as well as mulberry and blackberry. The wine runs sweet but masculine, with chocolate as the prime secondary flavor. Finishes long and broad, with supple tannins. Made from 8-year-old vines. Drink now through 2015.",91,50,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"6869","France","More steely than some Meursault, this layers wood and mineral flavors with a fine structure and tastes of apple skins and nutmeg. This wine could age 3–4 years, but it is already delicious.",91,45,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6870","Chile","Plum and other red-fruit aromas have a mild herbal, leafy edge, while the fresh and fairly smooth palate blends plum, berry and olive flavors. The wine is a bit leafy and herbal, but it's round and healthy, with a solid feel to it. Imported by Racke USA, Inc.",86,15,"Central Valley","Merlot",-36,-72,3
"6871","Australia","A blend of fruit from five different vineyards throughout the valley, this is a pretty, lightweight Pinot Noir. Delicate strawberry fruit wraps around a core of earth and forest floor, with just hints of darker berry flavors. Drink now.",86,20,"Victoria","Pinot Noir",-37.4713077,144.7851531,3
"6872","Chile","Celery and other cool-climate varietal aromas are balanced by tropical fruit notes; the weighty palate plays host to apple, lime and grapefruit flavors. As the wine airs out, it turns more to capsicum, even touching on vegetal, fitting the emerging profile for coastal Chilean SB.",86,18,"San Antonio","Sauvignon Blanc",-33.5922807,-71.6055123,3
"6873","France","Blagny is a small hamlet just up the hill from Les Perrières. This is a cooler spot, and the wine shows this with its structure and flavors of fresh green fruits over generous portions of wood. A wine that should age for more than 5 years.",91,48,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6874","France","From the domaine of Pierre Morey, who is also cellarmaster at Domaine Leflaive. Like at Leflaive, he works his vines biodynamically. This is a layered wine; the pure, crisp fruit partnering with light toast flavors and a poised and structured apple-skin aftertaste.",91,80,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6875","France","Ripe, open and packed with melon and tropical fruit flavors, this wine is already showing enticing drinkability. Its fresh, ripe fruits is layered with some mineral character and an under-cushion of wood.",90,65,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6876","Chile","A blend of citric and tropical aromas is nice, while the palate is right for the most part as it deals ripe green apple and lime flavors. There's a slight creaminess to the feel, but the flavors are all zesty citrus and such. Imported by Racke USA, Inc.",86,15,"Central Valley","Sauvignon Blanc",-36,-72,3
"6877","Australia","A bit darker and oakier than the finesse-filled 2005 version, with black cherry flavors that finish crisp and firm on the finish. Give it another six months of bottle age, then drink it over the next five years.",86,20,"Victoria","Pinot Noir",-37.4713077,144.7851531,3
"6878","France","A blend of Pinot Noir with César, an ancient variety of the region west of Chablis. This gives a slightly foxy character to the wine, the tannins smoky and tight. It is definitely firm, with red berries and good amounts of acidity.",86,30,"Burgundy","Pinot Noir",47.0525047,4.3837215,4
"6879","France","Citrus and white peach aromas promise a tropical SB. And that's what the palate offers, with rich peach and apricot flavors, with plenty of fresh acidity, almonds and ripe fruit.",86,10,"Loire Valley","Sauvignon Blanc",47.5532402,1.0105289,4
"6880","Argentina","Lovely up front, with lavender, licorice and pepper accenting live-wire blackberry aromas. Jammy and extracted in the mouth, with pure berry flavors. This is a mountain of a wine that doesn't pull its punches. Expect weight, tannin and extract but also a lot of flavor.",90,19,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"6881","France","Rich, buttery and forward, but with a fine streak of minerality to give structure and interest. The wood gives a spicy character to the wine, but it doesn't dominate the rich burst of fruit.",90,57,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6882","France","A Meursault-based domaine that has progressed rapidly in quality under Philippe Ballot. This Genevrières is a rich, young wine that promises an open, ripe, wood-layered series of flavors in 2 years.",90,79,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6883","France","A full, rounded wine with yellow fruit and citrus flavors lying over vanilla and toast flavors. This rich wine is ready to drink despite a good touch of minerality to finish.",90,85,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6884","France","Round and generous, but with a mineral heart that gives structure to this full wine. It has weight, dense fruit and delicious peach and nectarine flavors. The structure suggests this Morgeot has the potential to age.",90,59,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6885","Chile","Smooth and toasty on the nose, with a lot of barrel-driven vanilla. The palate offers depth and fairly tame banana and sweet tropical fruit flavors. Texture is an attribute, and there's just enough juicy acidity to prop up the wine's heavier nature. Drink right away for maximum freshness.",86,17,"Casablanca Valley","Chardonnay",-33.3190376,-71.4076318,2
"6886","Chile","Very aggressive on the nose, with penetrating aromas of menthol, olive and herbal fruit. That gentle but obvious herbal character persists on the palate, where cassis and plum flavors never come across as sweet or expressive. Finishes woody, with a touch of chocolate, while the mouthfeel is a bit grabby and tannic.",86,39,"Maipo Valley","Cabernet Sauvignon",-33.444962,-70.648283,3
"6887","New Zealand","Fresh and appealing, this unoaked offering from Te Awa doesn't feature a lot of complexity, but pleases for its straightforward pineapple and citrus flavors.",86,20,"Hawke's Bay","Chardonnay",-39.1089867,176.7416374,2
"6888","France","Powerful, intense wood aromas dominate this wine initially. But on the palate, there are also fruit flavors that push at the wood, giving delicious apricot,  white fruits and some honey to go along with the vanilla tastes.",90,42,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6889","France","This is a great Meursault that's full of round, ripe, generous fruit. It's packed with yellow fruit and kiwi flavors. Revel in its richness. This wine comes from Bouchard's own vines.",90,36,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6890","Argentina","A modern-styled Malbec even though it comes from 33-year-old vines grown in a cool subsection of Mendoza. The aromas are warm, smoky and earthy as they set the stage for bright boysenberry and currant flavors. Balanced and sturdy, with fine natural acidity. Drink now through 2015.",90,50,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"6891","France","Very rich, ripe and packed with new-wood flavors, this is somewhat flashy, but it's still delicious to drink. Sit back and enjoy.",90,69,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6892","Argentina","Subtle and smooth from start to finish. The aromas are sly but sturdy, with mocha and blackberry sticking out. The flavor profile is pure black fruit with underlayers of spice and chocolate. A ripe, really good example of approachable Malbec.",90,15,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"6893","France","A spicy, nutty wine that shows some of the Meursault broadness but also offers some subtlety, with ripe fruits layered with more complex wood and herb flavors. This could age well over the next 2–3 years.",90,40,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6894","Chile","Mouthfeel is a vital component of any wine, and this one has a very hard, tannic feel to it. The nose is reduced and compact, with sweet cherry and cassis aromas. But as stated, the palate is like nails. It's literally sharp and has poke, and in the end there's nothing to indicate that age will tame the beast. Imported by Orvino Imports.",85,25,"Central Valley","Cabernet Sauvignon",-36,-72,3
"6895","Australia","Marked by slightly herbal, tomato-y elements, this wine is nevertheless well put together, with delicate fruit flavors tinged by mushroomy notes. Offers authentic Pinot flavors at a reasonable price.",85,18,"Victoria","Pinot Noir",-37.4713077,144.7851531,3
"6896","Chile","Fairly sweet berry and cassis aromas mix with some heat and alcohol, and then things settle down as bright but mildly rubbery cherry, cassis and raspberry fruit takes over. It's a little astringent and stretched out, but it doesn't try to do too much and thus is easy end enjoyable. Imported by Orvino Imports.",85,13,"Molina","Cabernet Sauvignon",-35.1164987,-71.2829759,3
"6897","Argentina","Salentein, after a few years of finding its way in Tupungato, has hit the mark with this tobacco- and spice-driven Syrah. The bouquet is ripe, with a hint of prune and earth, while the palate is full, juicy and full of berries, vanilla and coconut. Modern and woody, but satisfying.",90,19,"Mendoza Province","Syrah",-32.8896247,-68.8526867,3
"6898","France","This is a lively, fresh wine with good acidity, a touch of toast under the fruit and a great burst of energy and zing in the aftertaste.",89,53,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6899","Argentina","Granular aromas of berry, earth and tar precede a vivacious, rather deep palate of lumbering, chewy black-fruit flavors. It feels right, sits right, and tastes right while leaving chocolate and nutmeg on the finish. Fairly classy and definitely well made. Only 400 cases made.",89,18,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"6900","Argentina","Meaty and slightly savory, with roasted aromas and spice notes mixed in. The palate is rich and ripe, with blackberry and fudge-based flavors. It's also rather different than the average Malbec: the flavor profile doesn't just feature jammy berry fruit. There's smoked meat, raisin and other interesting things going on.",89,18,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"6901","Chile","Spicy, dry, red-fruit aromas set you up for a palate that's offering only medium ripeness and not a ton of forward fruit. This is soft-styled with some buttery oak and limited follow through on the finish. Doesn't live up to its gran reserva billing but isn't offensive, either.",85,16,"Maipo Valley","Cabernet Sauvignon",-33.444962,-70.648283,3
"6902","Chile","A direct reflection of Chile's cool and wet '02 vintage. This has an underdeveloped side to it; it seems short, tight and striving for a level of ripeness and balance it's not about to achieve. That it comes from good enough vines and good enough people assures that it's not a bad wine. But the 2003 is quite a bit better.",85,44,"Colchagua Valley","Cabernet Sauvignon",-34.6761419,-71.097317,3
"6903","Chile","Pungent and citric, which tells you right away that it's Casablanca. Very tropical and green on the palate, with quite a bit in common with Sauvignon Blanc. But it's fresh and lively, and it can't be accused of being lazy. Imported by Carolina Wine Brands USA Inc.",85,18,"Casablanca Valley","Chardonnay",-33.3190376,-71.4076318,2
"6904","France","Haut-Poitou, to the south of the Loire Valley, specializes in fresh, crisp Sauvignon Blanc like this herbal, grassy wine, dominated by grapefruit, green berries and some sage. There's a cool structure to it, leaving freshness.",85,10,"Loire Valley","Sauvignon Blanc",47.5532402,1.0105289,4
"6905","Chile","For a higher-end wine from San Pedro, we'd like to see a little more in the way of focus and less blast-furnace oak. The wine initially smells like a hickory factory, and even when that woodiness calms down there are rough-hewn tannins and an herbal core identity. On the plus side, it does get better and better with airing.",85,20,"Maipo Valley","Cabernet Sauvignon",-33.444962,-70.648283,3
"6906","France","Aromas of toast dominate this wine, but the palate is better balanced with citrus and apple flavors. But it does need time for the wood to calm and to integrate. Don't confuse this Machard de Gramont with the one owned by Bertrand Machard de Gramont—this is Burgundy.",89,47,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6907","Argentina","A wine of character. The bouquet takes time to unfold, dealing earthy aromas and desert sage. Flavors of black cherry and cassis are firm and forceful, while the tannins are pronounced. A little clumsy and rugged now; should be better in a year or so.",89,19,"Mendoza Province","Cabernet Sauvignon",-32.8896247,-68.8526867,3
"6908","Argentina","Savory and ripe. The nose starts with earthy fruit combined with leather and mushroom. The palate is deep and full, with notes of brandied cherries, sautéed porcini and chocolate. Fades a bit on the finish, leaving coffee and bitter chocolate. Very good, with just the slightest herbal character.",89,18,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"6909","France","This wine shows crisp citric fruit allied to layers of spicy wood. Then it opens with some ripe white fruits and thirst-quenching acidity. It should age well over 3–4 years. The Abbaye de Morgeot vineyard is in the southern part of the appellation.",89,60,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6910","Argentina","Mildly dusty and herbal on the nose, but not the least bit green or weedy. Flavors of tobacco, cassis and blackberry carry accents of cedar and vanilla, while the soft tannins make for a full, easy mouthfeel. Aged 18 months in French oak but it's not overly toasty or dark.",89,35,"Mendoza Province","Cabernet Sauvignon",-32.8896247,-68.8526867,3
"6911","France","A village Meursault, but one which has been treated like a cru, with layers of ripe wood balancing  the pure green- and white-fruit flavors. This is ready to drink now as it is well balanced and deliciously fresh.",89,68,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6912","France","Round, white pear flavors, with some tannic texture, this is a simple, fresh, crisp Sancerre, favoring pink grapefruit and sage, and touched by a lightly sweet edge.",84,29,"Loire Valley","Sauvignon Blanc",47.5532402,1.0105289,4
"6913","Chile","An oily and thick style of SB. It captures Leyda's coastal climate almost too much, resulting in green, lightly vegetal aromas and flavors. There's some pickle and bell pepper, and it seems underdeveloped throughout.",84,16,"Leyda Valley","Sauvignon Blanc",-33.6131574,-71.4501843,3
"6914","France","Very light, this is full of fresh raspberry with a sharp acidity. Ready to drink.",84,18,"Burgundy","Pinot Noir",47.0525047,4.3837215,4
"6915","New Zealand","The flagship wine from actor Sam Neill is a bit of a disappointment, lacking fruit and vibrance. There's plenty of mushroomy complexity, spice and forest-floor nuances, but the fruit in this sample showed signs of drying out prematurely. Drink up.",84,50,"Central Otago","Pinot Noir",-44.9566315,169.3988451,3
"6916","France","A wood-dominated wine, with spice and toast. The citrus and white fruit element is very much subdued. The aftertaste continues on the same theme—dry tannins from the wood. Give it a few months and the balance should be better.",88,48,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6917","France","This is an enjoyable wine, open and soft, with crisp white and yellow fruits, a touch of citrus and a touch of wood to give it all shape. Drink now.",88,54,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6918","Argentina","An earthy specimen, with leather and crude-oil aromas blended with dark fruit. The palate is extracted and chewy, with berry and cherry flavors that should please. With its body and thickness, it registers as a modern-styled red.",88,14,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"6919","France","A lively, rich, very fresh and crisp wine that has some of the buttery character of Meursault. This is open, easy and generous.",88,43,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6920","Chile","Hits with a subdued perfume of light berries, bramble and mushroom, but turns rather sharp and sheering on the palate. Calling it tangy and racy is almost an understatement; this wine is overtly snappy and acidic, with sharp raspberry flavors and plenty of length and drive due to the strong acidity.",84,18,"Casablanca Valley","Syrah",-33.3190376,-71.4076318,3
"6921","Chile","Soft and a bit vegetal on the nose, with canned bean aromas sitting in front of plump melon, banana and bell pepper flavors. Despite the current vintage, this wine has a heavy, flatter personality that makes it hard for it to climb the ladder. Imported by Carolina Wine Brands USA Inc.",84,13,"Casablanca Valley","Sauvignon Blanc",-33.3190376,-71.4076318,3
"6922","Chile","The price for Floresta has never been higher and frankly the wine has never been more green and tough. For starters, 2004 was a cool year in Chile, and that's evidenced here. The wine has a near-vegetal streak on the nose and palate, and the fruit is tart while the feel is hard.",84,55,"Colchagua Valley","Cabernet Sauvignon",-34.6761419,-71.097317,3
"6923","France","A lively, fresh and relatively light wine, showing the soft and easy side of Charmes. It is ready to drink but without the opulence of some wines from this vineyard.",88,80,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6924","France","This soft wine shows  fresh, easy acidity and pineapple flavors. The wine opens fully in the mouth; it's like a sunburst of fruit and citrus, with just a touch of wood.",88,46,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6925","France","Roux Père et Fils, based in Saint-Aubin, has done much to enhance the reputation of the appellation. This wine shows the potential of the ripe fruit that can be produced in a year such as 2004. Perhaps the winemaker was carried away by new wood, but that should tone down in a year.",88,28,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6926","France","This wine hasn't quite settled down yet. There is still some rusticity to it, which at the moment detracts from what is obviously rich fruit. Give it a year.",88,72,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6927","Chile","Warm and toasty, with heavy aromas of vanilla and nuts along with a soft, creamy, low-acid palate to match. The wine pours on the banana, oak and vanilla flavors before turning flat on the back end. Ripe and friendly but not much power.",84,13,"Colchagua Valley","Chardonnay",-34.6761419,-71.097317,2
"6928","Chile","This is a real heavyweight. At 15.4% alcohol it tastes and smells like Port, and it has a flat and chewy palate of raisin, baked black fruit and licorice candy. Basically, there's just no edge or balance to this mammoth, overripe fruit ball.",83,18,"Maipo Valley","Cabernet Sauvignon",-33.444962,-70.648283,3
